time; pose_x; pose_y; pose_heading 
9.696; -2.41769; 0.720871; 3.10653
9.712; -2.41776; 0.722879; 3.10654
9.728; -2.41783; 0.724888; 3.10654
9.744; -2.4179; 0.726896; 3.10654
9.76; -2.41797; 0.728905; 3.10654
9.776; -2.41804; 0.730913; 3.10655
9.792; -2.41811; 0.732921; 3.10655
9.808; -2.41818; 0.73493; 3.10655
9.824; -2.41825; 0.736938; 3.10655
9.84; -2.41832; 0.738947; 3.10656
9.856; -2.41839; 0.740955; 3.10656
9.872; -2.41846; 0.742964; 3.10656
9.888; -2.41853; 0.744972; 3.10657
9.904; -2.4186; 0.74698; 3.10657
9.92; -2.41867; 0.748989; 3.10657
9.936; -2.41874; 0.750997; 3.10657
9.952; -2.41881; 0.753005; 3.10658
9.968; -2.41888; 0.755014; 3.10658
9.984; -2.41895; 0.757022; 3.10658
10; -2.41902; 0.75903; 3.10658
10.016; -2.41909; 0.761039; 3.10658
10.032; -2.41916; 0.763047; 3.10657
10.048; -2.41924; 0.765056; 3.10657
10.064; -2.41931; 0.767064; 3.10657
10.08; -2.41938; 0.769073; 3.10657
10.096; -2.41945; 0.771081; 3.10656
10.112; -2.41952; 0.77309; 3.10656
10.128; -2.41959; 0.775098; 3.10656
10.144; -2.41966; 0.777106; 3.10656
10.16; -2.41973; 0.779115; 3.10656
10.176; -2.4198; 0.781123; 3.10656
10.192; -2.41987; 0.783132; 3.10656
10.208; -2.41994; 0.78514; 3.10656
10.224; -2.42001; 0.787149; 3.10657
10.24; -2.42008; 0.789157; 3.10657
10.256; -2.42015; 0.791166; 3.10657
10.272; -2.42022; 0.793174; 3.10657
10.288; -2.42029; 0.795182; 3.10658
10.304; -2.42036; 0.797191; 3.10658
10.32; -2.42043; 0.799199; 3.10657
10.336; -2.4205; 0.801207; 3.10657
10.352; -2.42057; 0.803216; 3.10657
10.368; -2.42064; 0.805224; 3.10657
10.384; -2.42071; 0.807232; 3.10656
10.4; -2.42078; 0.809241; 3.10656
10.416; -2.42085; 0.811249; 3.10656
10.432; -2.42092; 0.813258; 3.10655
10.448; -2.42099; 0.815266; 3.10655
10.464; -2.42107; 0.817274; 3.10655
10.48; -2.42114; 0.819283; 3.10655
10.496; -2.42121; 0.821291; 3.10654
10.512; -2.42128; 0.8233; 3.10654
10.528; -2.42135; 0.825308; 3.10654
10.544; -2.42142; 0.827317; 3.10654
10.56; -2.42149; 0.829325; 3.10653
10.576; -2.42156; 0.831333; 3.10653
10.592; -2.42163; 0.833342; 3.10653
10.608; -2.4217; 0.83535; 3.10653
10.624; -2.42177; 0.837359; 3.10653
10.64; -2.42184; 0.839367; 3.10653
10.656; -2.42191; 0.841376; 3.10653
10.672; -2.42198; 0.843384; 3.10653
10.688; -2.42205; 0.845393; 3.10653
10.704; -2.42212; 0.847401; 3.10653
10.72; -2.42219; 0.849409; 3.10653
10.736; -2.42226; 0.851418; 3.10653
10.752; -2.42233; 0.853426; 3.10654
10.768; -2.4224; 0.855435; 3.10654
10.784; -2.42247; 0.857443; 3.10654
10.8; -2.42254; 0.859452; 3.10655
10.816; -2.42261; 0.86146; 3.10655
10.832; -2.42269; 0.863468; 3.10655
10.848; -2.42276; 0.865477; 3.10655
10.864; -2.42283; 0.867485; 3.10656
10.88; -2.4229; 0.869494; 3.10656
10.896; -2.42297; 0.871502; 3.10656
10.912; -2.42304; 0.87351; 3.10657
10.928; -2.42311; 0.875519; 3.10657
10.944; -2.42318; 0.877527; 3.10657
10.96; -2.42325; 0.879535; 3.10657
10.976; -2.42332; 0.881544; 3.10658
10.992; -2.42339; 0.883552; 3.10658
11.008; -2.42346; 0.885561; 3.10658
11.024; -2.42353; 0.887569; 3.10657
11.04; -2.4236; 0.889577; 3.10657
11.056; -2.42367; 0.891586; 3.10657
11.072; -2.42374; 0.893594; 3.10656
11.088; -2.42381; 0.895603; 3.10656
11.104; -2.42388; 0.897611; 3.10656
11.12; -2.42395; 0.89962; 3.10656
11.136; -2.42402; 0.901628; 3.10656
11.152; -2.42409; 0.903637; 3.10656
11.168; -2.42416; 0.905645; 3.10656
11.184; -2.42423; 0.907653; 3.10656
11.2; -2.4243; 0.909662; 3.10656
11.216; -2.42437; 0.91167; 3.10656
11.232; -2.42444; 0.913679; 3.10656
11.248; -2.42452; 0.915687; 3.10657
11.264; -2.42459; 0.917696; 3.10657
11.28; -2.42466; 0.919704; 3.10657
11.296; -2.42473; 0.921713; 3.10657
11.312; -2.4248; 0.923721; 3.10657
11.328; -2.42487; 0.925729; 3.10657
11.344; -2.42494; 0.927737; 3.10657
11.36; -2.42501; 0.929746; 3.10656
11.376; -2.42508; 0.931754; 3.10656
11.392; -2.42515; 0.933762; 3.10656
11.408; -2.42522; 0.935771; 3.10655
11.424; -2.42529; 0.937779; 3.10655
11.44; -2.42536; 0.939788; 3.10655
11.456; -2.42543; 0.941796; 3.10655
11.472; -2.4255; 0.943805; 3.10654
11.488; -2.42557; 0.945813; 3.10654
11.504; -2.42564; 0.947821; 3.10654
11.52; -2.42571; 0.94983; 3.10654
11.536; -2.42578; 0.951838; 3.10653
11.552; -2.42585; 0.953847; 3.10653
11.568; -2.42592; 0.955855; 3.10653
11.584; -2.42599; 0.957864; 3.10653
11.6; -2.42606; 0.959872; 3.10653
11.616; -2.42613; 0.96188; 3.10652
11.632; -2.4262; 0.963889; 3.10652
11.648; -2.42628; 0.965897; 3.10652
11.664; -2.42635; 0.967906; 3.10652
11.68; -2.42642; 0.969914; 3.10652
11.696; -2.42649; 0.971923; 3.10653
11.712; -2.42656; 0.973931; 3.10653
11.728; -2.42663; 0.97594; 3.10653
11.744; -2.4267; 0.977948; 3.10653
11.76; -2.42677; 0.979956; 3.10653
11.776; -2.42684; 0.981965; 3.10654
11.792; -2.42691; 0.983973; 3.10654
11.808; -2.42698; 0.985982; 3.10654
11.824; -2.42705; 0.98799; 3.10655
11.84; -2.42712; 0.989999; 3.10655
11.856; -2.42719; 0.992007; 3.10655
11.872; -2.42726; 0.994015; 3.10655
11.888; -2.42733; 0.996024; 3.10656
11.904; -2.4274; 0.998032; 3.10656
11.92; -2.42747; 1.00004; 3.10656
11.936; -2.42754; 1.00205; 3.10657
11.952; -2.42761; 1.00406; 3.10657
11.968; -2.42768; 1.00607; 3.10657
11.984; -2.42775; 1.00807; 3.10657
12; -2.42782; 1.01008; 3.10657
12.016; -2.42789; 1.01209; 3.10657
12.032; -2.42797; 1.0141; 3.10657
12.048; -2.42804; 1.01611; 3.10656
12.064; -2.42811; 1.01812; 3.10656
12.08; -2.42818; 1.02012; 3.10656
12.096; -2.42825; 1.02213; 3.10656
12.112; -2.42832; 1.02414; 3.10655
12.128; -2.42839; 1.02615; 3.10655
12.144; -2.42846; 1.02816; 3.10655
12.16; -2.42853; 1.03017; 3.10655
12.176; -2.4286; 1.03218; 3.10655
12.192; -2.42867; 1.03418; 3.10655
12.208; -2.42874; 1.03619; 3.10656
12.224; -2.42881; 1.0382; 3.10656
12.24; -2.42888; 1.04021; 3.10656
12.256; -2.42895; 1.04222; 3.10656
12.272; -2.42902; 1.04423; 3.10657
12.288; -2.42909; 1.04623; 3.10657
12.304; -2.42916; 1.04824; 3.10657
12.32; -2.42923; 1.05025; 3.10657
12.336; -2.4293; 1.05226; 3.10656
12.352; -2.42937; 1.05427; 3.10656
12.368; -2.42944; 1.05628; 3.10656
12.384; -2.42951; 1.05828; 3.10656
12.4; -2.42958; 1.06029; 3.10655
12.416; -2.42965; 1.0623; 3.10655
12.432; -2.42972; 1.06431; 3.10655
12.448; -2.4298; 1.06632; 3.10654
12.464; -2.42987; 1.06833; 3.10654
12.48; -2.42994; 1.07033; 3.10654
12.496; -2.43001; 1.07234; 3.10654
12.512; -2.43008; 1.07435; 3.10653
12.528; -2.43015; 1.07636; 3.10653
12.544; -2.43022; 1.07837; 3.10653
12.56; -2.43029; 1.08038; 3.10653
12.576; -2.43036; 1.08239; 3.10653
12.592; -2.43043; 1.08439; 3.10652
12.608; -2.4305; 1.0864; 3.10652
12.624; -2.43057; 1.08841; 3.10652
12.64; -2.43064; 1.09042; 3.10652
12.656; -2.43071; 1.09243; 3.10652
12.672; -2.43078; 1.09444; 3.10652
12.688; -2.43085; 1.09644; 3.10652
12.704; -2.43092; 1.09845; 3.10652
12.72; -2.43099; 1.10046; 3.10652
12.736; -2.43106; 1.10247; 3.10653
12.752; -2.43113; 1.10448; 3.10653
12.768; -2.4312; 1.10649; 3.10653
12.784; -2.43127; 1.10849; 3.10654
12.8; -2.43135; 1.1105; 3.10654
12.816; -2.43142; 1.11251; 3.10654
12.832; -2.43149; 1.11452; 3.10654
12.848; -2.43156; 1.11653; 3.10655
12.864; -2.43163; 1.11854; 3.10655
12.88; -2.4317; 1.12055; 3.10655
12.896; -2.43177; 1.12255; 3.10656
12.912; -2.43184; 1.12456; 3.10656
12.928; -2.43191; 1.12657; 3.10656
12.944; -2.43198; 1.12858; 3.10656
12.96; -2.43205; 1.13059; 3.10657
12.976; -2.43212; 1.1326; 3.10657
12.992; -2.43219; 1.1346; 3.10657
13.008; -2.43226; 1.13661; 3.10657
13.024; -2.43233; 1.13862; 3.10657
13.04; -2.4324; 1.14063; 3.10656
13.056; -2.43247; 1.14264; 3.10656
13.072; -2.43254; 1.14465; 3.10656
13.088; -2.43261; 1.14665; 3.10655
13.104; -2.43268; 1.14866; 3.10655
13.12; -2.43275; 1.15067; 3.10655
13.136; -2.43282; 1.15268; 3.10655
13.152; -2.43289; 1.15469; 3.10655
13.168; -2.43296; 1.1567; 3.10655
13.184; -2.43303; 1.15871; 3.10655
13.2; -2.4331; 1.16071; 3.10655
13.216; -2.43318; 1.16272; 3.10655
13.232; -2.43325; 1.16473; 3.10656
13.248; -2.43332; 1.16674; 3.10656
13.264; -2.43339; 1.16875; 3.10656
13.28; -2.43346; 1.17076; 3.10656
13.296; -2.43353; 1.17276; 3.10657
13.312; -2.4336; 1.17477; 3.10656
13.328; -2.43367; 1.17678; 3.10656
13.344; -2.43374; 1.17879; 3.10656
13.36; -2.43381; 1.1808; 3.10656
13.376; -2.43388; 1.18281; 3.10655
13.392; -2.43395; 1.18481; 3.10655
13.408; -2.43402; 1.18682; 3.10655
13.424; -2.43409; 1.18883; 3.10654
13.44; -2.43416; 1.19084; 3.10654
13.456; -2.43423; 1.19285; 3.10654
13.472; -2.4343; 1.19486; 3.10654
13.488; -2.43437; 1.19686; 3.10653
13.504; -2.43444; 1.19887; 3.10653
13.52; -2.43451; 1.20088; 3.10653
13.536; -2.43458; 1.20289; 3.10653
13.552; -2.43465; 1.2049; 3.10652
13.568; -2.43472; 1.20691; 3.10652
13.584; -2.43479; 1.20892; 3.10652
13.6; -2.43487; 1.21092; 3.10652
13.616; -2.43494; 1.21293; 3.10652
13.632; -2.43501; 1.21494; 3.10652
13.648; -2.43508; 1.21695; 3.10652
13.664; -2.43515; 1.21896; 3.10652
13.68; -2.43522; 1.22097; 3.10652
13.696; -2.43529; 1.22297; 3.10652
13.712; -2.43536; 1.22498; 3.10652
13.728; -2.43543; 1.22699; 3.10652
13.744; -2.4355; 1.229; 3.10652
13.76; -2.43557; 1.23101; 3.10653
13.776; -2.43564; 1.23302; 3.10653
13.792; -2.43571; 1.23503; 3.10653
13.808; -2.43578; 1.23703; 3.10653
13.824; -2.43585; 1.23904; 3.10654
13.84; -2.43592; 1.24105; 3.10654
13.856; -2.43599; 1.24306; 3.10654
13.872; -2.43606; 1.24507; 3.10655
13.888; -2.43613; 1.24708; 3.10655
13.904; -2.4362; 1.24908; 3.10655
13.92; -2.43627; 1.25109; 3.10655
13.936; -2.43634; 1.2531; 3.10656
13.952; -2.43642; 1.25511; 3.10656
13.968; -2.43649; 1.25712; 3.10656
13.984; -2.43656; 1.25913; 3.10656
14; -2.43663; 1.26113; 3.10657
14.016; -2.43669; 1.26278; 3.11937
14.032; -2.43672; 1.26442; 3.13221
14.048; -2.43673; 1.26607; -3.13811
14.064; -2.43672; 1.26771; -3.12523
14.08; -2.43669; 1.26936; -3.11234
14.096; -2.43663; 1.271; -3.09939
14.112; -2.43656; 1.27265; -3.08643
14.128; -2.43646; 1.27429; -3.07346
14.144; -2.43633; 1.27594; -3.06052
14.16; -2.43619; 1.27758; -3.04761
14.176; -2.43603; 1.27922; -3.03473
14.192; -2.43584; 1.28085; -3.02187
14.208; -2.43564; 1.28248; -3.00904
14.224; -2.43541; 1.28411; -2.99621
14.24; -2.43516; 1.28574; -2.9834
14.256; -2.4349; 1.28737; -2.97058
14.272; -2.43461; 1.28898; -2.95777
14.288; -2.4343; 1.2906; -2.94497
14.304; -2.43397; 1.29221; -2.93217
14.32; -2.43362; 1.29382; -2.91936
14.336; -2.43325; 1.29542; -2.90656
14.352; -2.43286; 1.29702; -2.89376
14.368; -2.43244; 1.29861; -2.88096
14.384; -2.43201; 1.3002; -2.86817
14.4; -2.43156; 1.30178; -2.85537
14.416; -2.43109; 1.30336; -2.84257
14.432; -2.43059; 1.30493; -2.82976
14.448; -2.43008; 1.30649; -2.81696
14.464; -2.42955; 1.30805; -2.80416
14.48; -2.42899; 1.3096; -2.79136
14.496; -2.42842; 1.31114; -2.77855
14.512; -2.42783; 1.31268; -2.76575
14.528; -2.42722; 1.3142; -2.75294
14.544; -2.42659; 1.31572; -2.74014
14.56; -2.42593; 1.31723; -2.72733
14.576; -2.42526; 1.31874; -2.71452
14.592; -2.42458; 1.32023; -2.70171
14.608; -2.42387; 1.32172; -2.6889
14.624; -2.42314; 1.32319; -2.67609
14.64; -2.42239; 1.32466; -2.66328
14.656; -2.42163; 1.32611; -2.65046
14.672; -2.42085; 1.32756; -2.63765
14.688; -2.42004; 1.329; -2.62483
14.704; -2.41922; 1.33042; -2.61202
14.72; -2.41839; 1.33184; -2.5992
14.736; -2.41753; 1.33324; -2.58639
14.752; -2.41665; 1.33464; -2.57357
14.768; -2.41576; 1.33602; -2.56075
14.784; -2.41485; 1.33739; -2.54794
14.8; -2.41393; 1.33875; -2.53512
14.816; -2.41298; 1.3401; -2.5223
14.832; -2.41202; 1.34143; -2.50949
14.848; -2.41104; 1.34276; -2.49667
14.864; -2.41004; 1.34407; -2.48385
14.88; -2.40903; 1.34536; -2.47104
14.896; -2.408; 1.34665; -2.45822
14.912; -2.40695; 1.34792; -2.4454
14.928; -2.40589; 1.34917; -2.43259
14.944; -2.40481; 1.35042; -2.41977
14.96; -2.40372; 1.35165; -2.40695
14.976; -2.40261; 1.35286; -2.39414
14.992; -2.40148; 1.35406; -2.38132
15.008; -2.40034; 1.35525; -2.36851
15.024; -2.39919; 1.35642; -2.35569
15.04; -2.39802; 1.35758; -2.34288
15.056; -2.39683; 1.35872; -2.33007
15.072; -2.39563; 1.35985; -2.31725
15.088; -2.39442; 1.36096; -2.30444
15.104; -2.39319; 1.36205; -2.29163
15.12; -2.39195; 1.36313; -2.27882
15.136; -2.39069; 1.3642; -2.266
15.152; -2.38942; 1.36524; -2.25319
15.168; -2.38814; 1.36627; -2.24038
15.184; -2.38684; 1.36729; -2.22757
15.2; -2.38553; 1.36829; -2.21475
15.216; -2.38421; 1.36927; -2.20194
15.232; -2.38288; 1.37023; -2.18913
15.248; -2.38153; 1.37118; -2.17631
15.264; -2.38017; 1.37211; -2.1635
15.28; -2.3788; 1.37302; -2.15069
15.296; -2.37742; 1.37391; -2.13787
15.312; -2.37603; 1.37479; -2.12506
15.328; -2.37463; 1.37565; -2.11224
15.344; -2.37321; 1.37649; -2.09942
15.36; -2.37179; 1.37731; -2.08661
15.376; -2.37035; 1.37811; -2.07379
15.392; -2.36891; 1.3789; -2.06097
15.408; -2.36745; 1.37967; -2.04814
15.424; -2.36599; 1.38041; -2.03532
15.44; -2.36451; 1.38114; -2.0225
15.456; -2.36303; 1.38185; -2.00967
15.472; -2.36154; 1.38254; -1.99684
15.488; -2.36004; 1.38322; -1.98401
15.504; -2.35853; 1.38387; -1.97118
15.52; -2.35701; 1.3845; -1.95835
15.536; -2.35549; 1.38512; -1.94551
15.552; -2.35395; 1.38571; -1.93267
15.568; -2.35241; 1.38629; -1.91983
15.584; -2.35086; 1.38684; -1.90699
15.6; -2.34931; 1.38738; -1.89415
15.616; -2.34775; 1.38789; -1.8813
15.632; -2.34618; 1.38839; -1.86845
15.648; -2.34461; 1.38886; -1.8556
15.664; -2.34303; 1.38931; -1.84275
15.68; -2.34144; 1.38975; -1.8299
15.696; -2.33985; 1.39016; -1.81704
15.712; -2.33825; 1.39055; -1.80418
15.728; -2.33665; 1.39093; -1.79131
15.744; -2.33504; 1.39128; -1.77845
15.76; -2.33343; 1.39161; -1.76558
15.776; -2.33182; 1.39192; -1.7527
15.792; -2.3302; 1.39221; -1.73982
15.808; -2.32858; 1.39248; -1.72694
15.824; -2.32696; 1.39273; -1.71406
15.84; -2.32533; 1.39295; -1.70117
15.856; -2.3237; 1.39316; -1.68827
15.872; -2.32207; 1.39334; -1.67537
15.888; -2.32043; 1.39351; -1.66247
15.904; -2.31879; 1.39365; -1.64955
15.92; -2.31716; 1.39377; -1.63664
15.936; -2.31551; 1.39387; -1.62383
15.952; -2.31387; 1.39395; -1.61103
15.968; -2.31223; 1.39401; -1.59823
15.984; -2.31058; 1.39404; -1.58543
16; -2.30894; 1.39406; -1.57263
16.016; -2.30693; 1.39405; -1.57262
16.032; -2.30492; 1.39405; -1.57263
16.048; -2.30291; 1.39405; -1.57269
16.064; -2.3009; 1.39405; -1.57278
16.08; -2.29889; 1.39405; -1.57288
16.096; -2.29688; 1.39406; -1.57298
16.112; -2.29487; 1.39406; -1.57307
16.128; -2.29287; 1.39406; -1.57316
16.144; -2.29086; 1.39407; -1.57324
16.16; -2.28885; 1.39407; -1.57331
16.176; -2.28684; 1.39408; -1.57337
16.192; -2.28483; 1.39408; -1.57342
16.208; -2.28282; 1.39409; -1.57347
16.224; -2.28081; 1.39409; -1.57351
16.24; -2.2788; 1.3941; -1.57354
16.256; -2.27679; 1.39411; -1.57356
16.272; -2.27478; 1.39411; -1.57359
16.288; -2.27277; 1.39412; -1.5736
16.304; -2.27076; 1.39412; -1.57362
16.32; -2.26875; 1.39413; -1.57363
16.336; -2.26674; 1.39414; -1.57364
16.352; -2.26473; 1.39414; -1.57365
16.368; -2.26272; 1.39415; -1.57365
16.384; -2.26072; 1.39415; -1.57366
16.4; -2.25871; 1.39416; -1.57366
16.416; -2.2567; 1.39416; -1.57367
16.432; -2.25469; 1.39417; -1.57367
16.448; -2.25268; 1.39418; -1.57367
16.464; -2.25067; 1.39418; -1.57367
16.48; -2.24866; 1.39419; -1.57367
16.496; -2.24665; 1.39419; -1.57367
16.512; -2.24464; 1.3942; -1.57367
16.528; -2.24263; 1.3942; -1.57367
16.544; -2.24062; 1.39421; -1.57367
16.56; -2.23861; 1.39422; -1.57367
16.576; -2.2366; 1.39422; -1.57367
16.592; -2.23459; 1.39423; -1.57367
16.608; -2.23258; 1.39423; -1.57367
16.624; -2.23057; 1.39424; -1.57366
16.64; -2.22856; 1.39425; -1.57366
16.656; -2.22655; 1.39425; -1.57366
16.672; -2.22454; 1.39426; -1.57365
16.688; -2.22253; 1.39426; -1.57365
16.704; -2.22052; 1.39427; -1.57364
16.72; -2.21851; 1.39427; -1.57364
16.736; -2.2165; 1.39428; -1.57363
16.752; -2.21449; 1.39429; -1.57363
16.768; -2.21248; 1.39429; -1.57362
16.784; -2.21048; 1.3943; -1.57362
16.8; -2.20847; 1.3943; -1.57361
16.816; -2.20646; 1.39431; -1.57361
16.832; -2.20445; 1.39431; -1.5736
16.848; -2.20244; 1.39432; -1.5736
16.864; -2.20043; 1.39432; -1.57359
16.88; -2.19842; 1.39433; -1.57359
16.896; -2.19641; 1.39434; -1.57359
16.912; -2.1944; 1.39434; -1.57359
16.928; -2.19239; 1.39435; -1.57359
16.944; -2.19038; 1.39435; -1.57359
16.96; -2.18837; 1.39436; -1.57359
16.976; -2.18636; 1.39436; -1.57358
16.992; -2.18435; 1.39437; -1.57358
17.008; -2.18234; 1.39438; -1.57358
17.024; -2.18033; 1.39438; -1.57358
17.04; -2.17832; 1.39439; -1.57359
17.056; -2.17631; 1.39439; -1.57359
17.072; -2.1743; 1.3944; -1.57359
17.088; -2.17229; 1.3944; -1.57359
17.104; -2.17028; 1.39441; -1.57359
17.12; -2.16827; 1.39441; -1.57359
17.136; -2.16626; 1.39442; -1.57359
17.152; -2.16425; 1.39443; -1.5736
17.168; -2.16225; 1.39443; -1.5736
17.184; -2.16024; 1.39444; -1.5736
17.2; -2.15823; 1.39444; -1.57361
17.216; -2.15622; 1.39445; -1.57361
17.232; -2.15421; 1.39445; -1.57362
17.248; -2.1522; 1.39446; -1.57362
17.264; -2.15019; 1.39447; -1.57363
17.28; -2.14818; 1.39447; -1.57364
17.296; -2.14617; 1.39448; -1.57364
17.312; -2.14416; 1.39448; -1.57365
17.328; -2.14215; 1.39449; -1.57365
17.344; -2.14014; 1.39449; -1.57366
17.36; -2.13813; 1.3945; -1.57366
17.376; -2.13612; 1.39451; -1.57366
17.392; -2.13411; 1.39451; -1.57367
17.408; -2.1321; 1.39452; -1.57367
17.424; -2.13009; 1.39452; -1.57367
17.44; -2.12808; 1.39453; -1.57367
17.456; -2.12607; 1.39453; -1.57368
17.472; -2.12406; 1.39454; -1.57365
17.488; -2.12205; 1.39454; -1.57401
17.504; -2.12006; 1.39453; -1.57319
17.52; -2.11805; 1.39453; -1.57309
17.536; -2.11604; 1.39453; -1.57303
17.552; -2.11403; 1.39454; -1.57301
17.568; -2.11202; 1.39454; -1.573
17.584; -2.11001; 1.39455; -1.573
17.6; -2.108; 1.39455; -1.573
17.616; -2.10599; 1.39455; -1.57301
17.632; -2.10398; 1.39456; -1.57302
17.648; -2.10197; 1.39456; -1.57302
17.664; -2.09996; 1.39457; -1.57303
17.68; -2.09795; 1.39457; -1.57304
17.696; -2.09594; 1.39457; -1.57305
17.712; -2.09394; 1.39458; -1.57305
17.728; -2.09193; 1.39458; -1.57305
17.744; -2.08992; 1.39459; -1.57305
17.76; -2.08791; 1.39459; -1.57305
17.776; -2.0859; 1.3946; -1.57305
17.792; -2.08389; 1.3946; -1.57304
17.808; -2.08188; 1.39461; -1.57304
17.824; -2.07987; 1.39461; -1.57303
17.84; -2.07786; 1.39462; -1.57303
17.856; -2.07585; 1.39462; -1.57302
17.872; -2.07384; 1.39463; -1.57302
17.888; -2.07183; 1.39463; -1.57301
17.904; -2.06982; 1.39463; -1.57301
17.92; -2.06781; 1.39464; -1.573
17.936; -2.0658; 1.39464; -1.573
17.952; -2.06379; 1.39465; -1.573
17.968; -2.06178; 1.39465; -1.573
17.984; -2.05977; 1.39466; -1.57299
18; -2.05776; 1.39466; -1.57299
18.016; -2.05575; 1.39467; -1.57299
18.032; -2.05374; 1.39467; -1.57299
18.048; -2.05173; 1.39467; -1.57299
18.064; -2.04972; 1.39468; -1.57299
18.08; -2.04771; 1.39468; -1.57299
18.096; -2.0457; 1.39469; -1.57299
18.112; -2.0437; 1.39469; -1.57299
18.128; -2.04169; 1.3947; -1.573
18.144; -2.03968; 1.3947; -1.573
18.16; -2.03767; 1.39471; -1.573
18.176; -2.03566; 1.39471; -1.57301
18.192; -2.03365; 1.39471; -1.57301
18.208; -2.03164; 1.39472; -1.57301
18.224; -2.02963; 1.39472; -1.57302
18.24; -2.02762; 1.39473; -1.57302
18.256; -2.02561; 1.39473; -1.57303
18.272; -2.0236; 1.39474; -1.57303
18.288; -2.02159; 1.39474; -1.57304
18.304; -2.01958; 1.39475; -1.57305
18.32; -2.01757; 1.39475; -1.57305
18.336; -2.01556; 1.39476; -1.57306
18.352; -2.01355; 1.39476; -1.57306
18.368; -2.01154; 1.39476; -1.57306
18.384; -2.00953; 1.39477; -1.57307
18.4; -2.00752; 1.39477; -1.57307
18.416; -2.00551; 1.39478; -1.57307
18.432; -2.0035; 1.39478; -1.57308
18.448; -2.00149; 1.39479; -1.57308
18.464; -1.99948; 1.39479; -1.57308
18.48; -1.99747; 1.3948; -1.57308
18.496; -1.99546; 1.3948; -1.57308
18.512; -1.99346; 1.39481; -1.57308
18.528; -1.99145; 1.39481; -1.57308
18.544; -1.98944; 1.39481; -1.57308
18.56; -1.98743; 1.39482; -1.57308
18.576; -1.98542; 1.39482; -1.57308
18.592; -1.98341; 1.39483; -1.57307
18.608; -1.9814; 1.39483; -1.57307
18.624; -1.97939; 1.39484; -1.57307
18.64; -1.97738; 1.39484; -1.57307
18.656; -1.97537; 1.39485; -1.57306
18.672; -1.97336; 1.39485; -1.57306
18.688; -1.97135; 1.39486; -1.57306
18.704; -1.96934; 1.39486; -1.57305
18.72; -1.96733; 1.39486; -1.57305
18.736; -1.96532; 1.39487; -1.57304
18.752; -1.96331; 1.39487; -1.57304
18.768; -1.9613; 1.39488; -1.57303
18.784; -1.95929; 1.39488; -1.57303
18.8; -1.95728; 1.39489; -1.57302
18.816; -1.95527; 1.39489; -1.57302
18.832; -1.95326; 1.3949; -1.57301
18.848; -1.95125; 1.3949; -1.57301
18.864; -1.94924; 1.39491; -1.573
18.88; -1.94723; 1.39491; -1.573
18.896; -1.94523; 1.39491; -1.573
18.912; -1.94322; 1.39492; -1.57299
18.928; -1.94121; 1.39492; -1.57299
18.944; -1.9392; 1.39493; -1.57299
18.96; -1.93719; 1.39493; -1.57299
18.976; -1.93518; 1.39494; -1.57299
18.992; -1.93317; 1.39494; -1.57299
19.008; -1.93116; 1.39494; -1.57299
19.024; -1.92915; 1.39495; -1.57299
19.04; -1.92714; 1.39495; -1.57299
19.056; -1.92513; 1.39496; -1.57299
19.072; -1.92312; 1.39496; -1.57299
19.088; -1.92111; 1.39497; -1.57299
19.104; -1.9191; 1.39497; -1.57299
19.12; -1.91709; 1.39498; -1.57299
19.136; -1.91508; 1.39498; -1.573
19.152; -1.91307; 1.39498; -1.573
19.168; -1.91106; 1.39499; -1.573
19.184; -1.90905; 1.39499; -1.57301
19.2; -1.90704; 1.395; -1.57301
19.216; -1.90503; 1.395; -1.57302
19.232; -1.90302; 1.39501; -1.57302
19.248; -1.90101; 1.39501; -1.57303
19.264; -1.899; 1.39502; -1.57303
19.28; -1.89699; 1.39502; -1.57304
19.296; -1.89498; 1.39502; -1.57304
19.312; -1.89298; 1.39503; -1.57305
19.328; -1.89097; 1.39503; -1.57305
19.344; -1.88896; 1.39504; -1.57306
19.36; -1.88695; 1.39504; -1.57306
19.376; -1.88494; 1.39505; -1.57307
19.392; -1.88293; 1.39505; -1.57307
19.408; -1.88092; 1.39506; -1.57307
19.424; -1.87891; 1.39506; -1.57307
19.44; -1.8769; 1.39507; -1.57308
19.456; -1.87489; 1.39507; -1.57308
19.472; -1.87288; 1.39507; -1.57308
19.488; -1.87087; 1.39508; -1.57308
19.504; -1.86886; 1.39508; -1.57308
19.52; -1.86685; 1.39509; -1.57308
19.536; -1.86484; 1.39509; -1.57308
19.552; -1.86283; 1.3951; -1.57308
19.568; -1.86082; 1.3951; -1.57308
19.584; -1.85881; 1.39511; -1.57308
19.6; -1.8568; 1.39511; -1.57307
19.616; -1.85479; 1.39512; -1.57307
19.632; -1.85278; 1.39512; -1.57307
19.648; -1.85077; 1.39513; -1.57307
19.664; -1.84876; 1.39513; -1.57306
19.68; -1.84675; 1.39513; -1.57306
19.696; -1.84475; 1.39514; -1.57306
19.712; -1.84274; 1.39514; -1.57305
19.728; -1.84073; 1.39515; -1.57305
19.744; -1.83872; 1.39515; -1.57304
19.76; -1.83671; 1.39516; -1.57304
19.776; -1.8347; 1.39516; -1.57303
19.792; -1.83269; 1.39517; -1.57302
19.808; -1.83068; 1.39517; -1.57302
19.824; -1.82867; 1.39517; -1.57301
19.84; -1.82666; 1.39518; -1.57301
19.856; -1.82465; 1.39518; -1.573
19.872; -1.82264; 1.39519; -1.573
